kdrama_name,tags
Crazy Love, fake relationship 
Criminal Minds,dark fiction
Criminal Minds, murder
Criminal Minds, investigation
Criminal Minds, criminal profiler female lead
Criminal Minds, criminal profiler male lead
Criminal Minds, trauma
Criminal Minds, serial killer supporting character
Criminal Minds, criminal supporting character
Criminal Minds, kidnapping
Criminal Minds, nonmdl remake 
Cross,investigation
Cross, suspense
Cross, doctor male lead
Cross, death of a father
Cross, surgeon
Cross, death
Cross, special power
Cross, revenge
Cross, violence
Cross, murder 
Cruel Love,weather forecaster
Cruel Love, older womanyounger man
Cruel Love, bossemployee relationship
Cruel Love, secret relationship
Cruel Love, smart male lead
Cruel Love, teamwork
Cruel Love, reporter female lead
Cruel Love, office worker
Cruel Love, motherdaughter relationship
Cruel Love, cold female lead 
Cunning Single Lady,second chance romance
Cunning Single Lady, rich male lead
Cunning Single Lady, successful male lead
Cunning Single Lady, love triangle
Cunning Single Lady, second chance
Cunning Single Lady, exspouse relationship
Cunning Single Lady, flashback to past
Cunning Single Lady, workplace romance
Cunning Single Lady, childish male lead
Cunning Single Lady, oblivious male lead 
Curtain Call,actor male lead
Curtain Call, age gap drama life
Curtain Call, age gap real life
Curtain Call, rich female lead
Curtain Call, theater
Curtain Call, multiple mains
Curtain Call, poor male lead 
D.P.,military abuse
D.P., violence
D.P., bromance
D.P., ptsd
D.P., adapted from a webtoon
D.P., sexual assault
D.P., desertion
D.P., dark fiction
D.P., harassment
D.P., humiliation 
Dae Jang Geum,entertainment industry
Dae Jang Geum, cooking
Dae Jang Geum, slow burn romance
Dae Jang Geum, bossemployee relationship
Dae Jang Geum, love triangle
Dae Jang Geum, bromance
Dae Jang Geum, youtuber male lead
Dae Jang Geum, workplace setting
Dae Jang Geum, retail clerk female lead
Dae Jang Geum, fraternal twin female lead 
Dae Jang Geum Is Watching,entertainment industry
Dae Jang Geum Is Watching, cooking
Dae Jang Geum Is Watching, slow burn romance
Dae Jang Geum Is Watching, bossemployee relationship
Dae Jang Geum Is Watching, love triangle
Dae Jang Geum Is Watching, bromance
Dae Jang Geum Is Watching, youtuber male lead
Dae Jang Geum Is Watching, workplace setting
Dae Jang Geum Is Watching, retail clerk female lead
Dae Jang Geum Is Watching, fraternal twin female lead 
Dae Jo-yeong,leadership
Dae Jo-yeong, balhae dynasty
Dae Jo-yeong, king male lead
Dae Jo-yeong, historical fiction
Dae Jo-yeong, warlord
Dae Jo-yeong, royalty 
Daemyeong,
Dal-ja's Spring,older womanyounger man
Dal-ja's Spring, contract relationship
Dal-ja's Spring, independent female lead
Dal-ja's Spring, enemies to friends
Dal-ja's Spring, airhead female lead
Dal-ja's Spring, workplace setting
Dal-ja's Spring, age gap drama life
Dal-ja's Spring, age gap real life
Dal-ja's Spring, time skip
Dal-ja's Spring, slice of life 
Dali and Cocky Prince,smart female lead
Dali and Cocky Prince, rich female lead
Dali and Cocky Prince, rich male lead
Dali and Cocky Prince, multilingual
Dali and Cocky Prince, bankruptcy
Dali and Cocky Prince, art
Dali and Cocky Prince, healthy mains relationship
Dali and Cocky Prince, male chases female first
Dali and Cocky Prince, strong female lead
Dali and Cocky Prince, eccentric male lead 
Damo,joseon dynasty
Damo, investigation
Damo, separated family
Damo, star crossed lovers
Damo, swordswoman
Damo, death of a parent
Damo, escaping
Damo, flashback to past
Damo, martial arts master
Damo, wrongfully accused 
Dangerous Woman,soap opera
Dangerous Woman, family
Dangerous Woman, comedy 
Daring Women,older womanyounger man 
Dark Hole,hallucination
Dark Hole, monsters
Dark Hole, strong female lead
Dark Hole, supernatural
Dark Hole, smart male lead
Dark Hole, survival
Dark Hole, death
Dark Hole, calm male lead
Dark Hole, shamanism
Dark Hole, smart female lead 
Dating Agency: Cyrano,mdl remake
Dating Agency: Cyrano, matchmaking
Dating Agency: Cyrano, older manyounger woman
Dating Agency: Cyrano, theater
Dating Agency: Cyrano, love triangle 
Dear Heaven,family relationship
Dear Heaven, poor female lead
Dear Heaven, birth secret
Dear Heaven, nice male lead 
Dear My Friends,life lesson
Dear My Friends, motherdaughter relationship
Dear My Friends, motherson relationship
Dear My Friends, sismance
Dear My Friends, family conflict
Dear My Friends, multiple couples
Dear My Friends, age gap drama life
Dear My Friends, age gap real life
Dear My Friends, elder female lead
Dear My Friends, generational conflict 
Dear X Who Doesn't Love Me,miniseries
Dear X Who Doesn't Love Me, trauma
Dear X Who Doesn't Love Me, web series
Dear X Who Doesn't Love Me, student 
Dear. M,student
Dear. M, multiple mains
Dear. M, cheerful male lead
Dear. M, childhood friends relationship
Dear. M, roommates relationship
Dear. M, campus setting
Dear. M, cheerful female lead
Dear. M, dormitory
Dear. M, chasing a dream
Dear. M, long time friends 
Deep Rooted Tree,sejong the great
Deep Rooted Tree, joseon dynasty
Deep Rooted Tree, swordfight
Deep Rooted Tree, revenge
Deep Rooted Tree, murder
Deep Rooted Tree, martial arts
Deep Rooted Tree, royalty
Deep Rooted Tree, secret organization
Deep Rooted Tree, death
Deep Rooted Tree, adapted from a novel 
Definitely Neighbors,
Delayed Justice,empathic male lead
Delayed Justice, righteous male lead
Delayed Justice, hottempered male lead
Delayed Justice, adapted from a novel
Delayed Justice, corrupt legal system
Delayed Justice, fight for justice
Delayed Justice, smart male lead
Delayed Justice, reporter male lead
Delayed Justice, lawyer male lead
Delayed Justice, warm male lead 
Delicious Proposal,
Delivery,short length series
Delivery, cold female lead
Delivery, fight
Delivery, miniseries
Delivery, delivery manwoman
Delivery, strong female lead
Delivery, web series
Delivery, alien 
Descendants of the Sun,hardworking female lead
Descendants of the Sun, multiple couples
Descendants of the Sun, bromance
Descendants of the Sun, hardworking male lead
Descendants of the Sun, gun violence
Descendants of the Sun, filmed abroad
Descendants of the Sun, friendship
Descendants of the Sun, strong female lead
Descendants of the Sun, calm male lead
Descendants of the Sun, earthquake 
Designated Survivor: 60 Days,power struggle
Designated Survivor: 60 Days, conspiracy
Designated Survivor: 60 Days, blue house
Designated Survivor: 60 Days, lying
Designated Survivor: 60 Days, social commentary
Designated Survivor: 60 Days, terrorism
Designated Survivor: 60 Days, deception
Designated Survivor: 60 Days, national intelligence service
Designated Survivor: 60 Days, national assembly
Designated Survivor: 60 Days, death 
Devilish Charm,amnesia
Devilish Charm, rich manpoor woman
Devilish Charm, hardworking female lead
Devilish Charm, steamy kiss
Devilish Charm, love at first sight
Devilish Charm, riches to rags
Devilish Charm, psychological
Devilish Charm, trauma
Devilish Charm, rich male lead
Devilish Charm, misunderstanding 
Diary of a Night Watchman,ghostseeing male lead
Diary of a Night Watchman, ghost
Diary of a Night Watchman, joseon dynasty
Diary of a Night Watchman, historical fiction 
Diary of a Prosecutor,social commentary
Diary of a Prosecutor, nice male lead
Diary of a Prosecutor, comedy
Diary of a Prosecutor, smart male lead
Diary of a Prosecutor, strong female lead
Diary of a Prosecutor, sismance
Diary of a Prosecutor, adapted from a novel
Diary of a Prosecutor, bromance
Diary of a Prosecutor, investigation
Diary of a Prosecutor, multiple mains 
Did We Really Love?,
Different Dreams,strong female lead
Different Dreams, surgeon female lead
Different Dreams, doctor female lead
Different Dreams, doctorpatient relationship
Different Dreams, police department
Different Dreams, return from abroad
Different Dreams, military doctor
Different Dreams, death of an adoptive father
Different Dreams, freedom
Different Dreams, artist 
Dinner Mate,exboyfriend comes back
Dinner Mate, exgirlfriend comes back
Dinner Mate, adapted from a webtoon
Dinner Mate, love square
Dinner Mate, bright female lead
Dinner Mate, strong female lead
Dinner Mate, smart male lead
Dinner Mate, healing
Dinner Mate, psychiatry
Dinner Mate, misunderstanding 
Discovery of Love,love triangle
Discovery of Love, misunderstanding
Discovery of Love, second chance
Discovery of Love, childhood friends relationship
Discovery of Love, flashback to past
Discovery of Love, exboyfriend comes back
Discovery of Love, secret relationship
Discovery of Love, infidelity
Discovery of Love, friendship 
Distorted,nice male lead
Distorted, smart male lead
Distorted, corruption
Distorted, revenge
Distorted, poor male lead
Distorted, strong male lead
Distorted, strong female lead
Distorted, tragic past
Distorted, lying
Distorted, attempted murder 
Divorce Lawyer in Love,independent female lead
Divorce Lawyer in Love, sassy female lead
Divorce Lawyer in Love, cold female lead
Divorce Lawyer in Love, workplace romance
Divorce Lawyer in Love, enemies to lovers 
Do Do Sol Sol La La Sol,nice male lead
Do Do Sol Sol La La Sol, riches to rags
Do Do Sol Sol La La Sol, male chases female first
Do Do Sol Sol La La Sol, nice female lead
Do Do Sol Sol La La Sol, hardworking male lead
Do Do Sol Sol La La Sol, classical music
Do Do Sol Sol La La Sol, optimistic female lead
Do Do Sol Sol La La Sol, hidden identity
Do Do Sol Sol La La Sol, energetic female lead
Do Do Sol Sol La La Sol, bright female lead 
Do You Like Brahms?,love triangle
Do You Like Brahms?, classical music
Do You Like Brahms?, friends to lovers
Do You Like Brahms?, nice female lead
Do You Like Brahms?, shy female lead
Do You Like Brahms?, hardworking female lead
Do You Like Brahms?, persevering female lead
Do You Like Brahms?, perseverance
Do You Like Brahms?, first love
Do You Like Brahms?, nice male lead 
Doctor Detective,exspouse relationship
Doctor Detective, doctor female lead
Doctor Detective, doctor male lead
Doctor Detective, teamwork
Doctor Detective, heir
Doctor Detective, corruption
Doctor Detective, eccentric male lead
Doctor Detective, strong female lead
Doctor Detective, based on true story
Doctor Detective, investigation 
Doctor John,incurable disease
Doctor John, eccentric male lead
Doctor John, euthanasia
Doctor John, hardworking male lead
Doctor John, ptsd
Doctor John, secret
Doctor John, trauma
Doctor John, tragic past
Doctor John, studentteacher relationship
Doctor John, adapted from a novel 
Doctor Lawyer,thoracic surgeon male lead
Doctor Lawyer, middleaged male lead
Doctor Lawyer, prosecutor female lead
Doctor Lawyer, lawyer male lead
Doctor Lawyer, genius male lead
Doctor Lawyer, corruption
Doctor Lawyer, ambassador supporting character
Doctor Lawyer, thoracic surgeon supporting character
Doctor Lawyer, investigator supporting character
Doctor Lawyer, excouple relationship 
Doctor Prisoner,revenge
Doctor Prisoner, smart male lead
Doctor Prisoner, corruption
Doctor Prisoner, power struggle
Doctor Prisoner, scheme
Doctor Prisoner, lying
Doctor Prisoner, smart female lead
Doctor Prisoner, heir
Doctor Prisoner, strong female lead
Doctor Prisoner, deception 
Doctor Stranger,nice male lead
Doctor Stranger, scheme
Doctor Stranger, hidden identity
Doctor Stranger, kidnapping
Doctor Stranger, second chance
Doctor Stranger, north korean
Doctor Stranger, unrequited love
Doctor Stranger, fatherson relationship
Doctor Stranger, character development
Doctor Stranger, trauma 
Dokgo Rewind,adapted from a webtoon
Dokgo Rewind, short length series
Dokgo Rewind, slight romance
Dokgo Rewind, street fight
Dokgo Rewind, school gang
Dokgo Rewind, gang
Dokgo Rewind, web series
Dokgo Rewind, student
Dokgo Rewind, school bullying
Dokgo Rewind, school 
Don't Cry My Love,single father
Don't Cry My Love, soap opera
Don't Cry My Love, fatherson relationship 
Don't Dare to Dream,love triangle
Don't Dare to Dream, steamy kiss
Don't Dare to Dream, bromance
Don't Dare to Dream, unrequited love
Don't Dare to Dream, eccentric female lead
Don't Dare to Dream, mean male lead
Don't Dare to Dream, possessive male lead
Don't Dare to Dream, aggressive male lead
Don't Dare to Dream, multiple couples
Don't Dare to Dream, workplace abuse 
Don't Hesitate,organ transplantation
Don't Hesitate, soap opera
Don't Hesitate, revenge
Don't Hesitate, nice male lead 
Don't Look Back: The Legend of Orpheus,suspense
Don't Look Back: The Legend of Orpheus, childhood friends relationship
Don't Look Back: The Legend of Orpheus, time skip
Don't Look Back: The Legend of Orpheus, married couple
Don't Look Back: The Legend of Orpheus, smart male lead
Don't Look Back: The Legend of Orpheus, antihero
Don't Look Back: The Legend of Orpheus, friends to lovers
Don't Look Back: The Legend of Orpheus, revenge
Don't Look Back: The Legend of Orpheus, tragic past
Don't Look Back: The Legend of Orpheus, double identity 
Doom at Your Service,terminal illness
Doom at Your Service, illness
Doom at Your Service, brain cancer
Doom at Your Service, hardworking female lead
Doom at Your Service, unlucky female lead
Doom at Your Service, glioblastoma
Doom at Your Service, first love
Doom at Your Service, eccentric male lead
Doom at Your Service, brothersister relationship
Doom at Your Service, fate 
White Christmas,miniseries 
Dream,childish male lead
Dream, greed
Dream, strong male lead
Dream, orphan male lead
Dream, mixed martial arts
Dream, rivalry
Dream, jealousy
Dream, blackmail
Dream, fatherdaughter relationship
Dream, revenge 
Dream High,high school
Dream High, singer female lead
Dream High, singer male lead
Dream High, bickering couple
Dream High, love square
Dream High, youth
Dream High, school
Dream High, friendship 
Dream High 2,high school
Dream High 2, singer female lead
Dream High 2, singer male lead
Dream High 2, bickering couple
Dream High 2, love square
Dream High 2, youth
Dream High 2, school
Dream High 2, friendship 
Dream of the Emperor,three kingdoms of korea
Dream of the Emperor, historical fiction
Dream of the Emperor, tang dynasty
Dream of the Emperor, swordfight
Dream of the Emperor, baekje dynasty
Dream of the Emperor, silla dynasty 
Drinking Solo,rich manpoor woman
Drinking Solo, older womanyounger man
Drinking Solo, love triangle
Drinking Solo, coworkers relationship
Drinking Solo, professor female lead
Drinking Solo, professor male lead
Drinking Solo, hardship
Drinking Solo, arrogant male lead
Drinking Solo, popular male lead
Drinking Solo, civil exam 
Dr. Brain,detective fiction
Dr. Brain, doctor supporting character
Dr. Brain, missing child
Dr. Brain, genius male lead
Dr. Brain, unhappy marriage
Dr. Brain, gun violence
Dr. Brain, animal death
Dr. Brain, scientist
Dr. Brain, brain surgery
Dr. Brain, miniseries 
Dr. Frost,emotional blunting
Dr. Frost, eccentric male lead
Dr. Frost, adapted from a webtoon
Dr. Frost, disability
Dr. Frost, cold male lead
Dr. Frost, miniseries
Dr. Frost, investigation 
Dr. Ian,psychiatry
Dr. Ian, break up
Dr. Ian, web series
Dr. Ian, psychiatrist male lead
Dr. Ian, doctor male lead
Dr. Ian, psychology
Dr. Ian, doctorpatient relationship
Dr. Ian, healing
Dr. Ian, short length series
Dr. Ian, height difference 
Dr. Jin,historical fiction
Dr. Jin, joseon dynasty
Dr. Jin, adapted from a manga
Dr. Jin, time travel 
Dr. Kkang,secret crush
Dr. Kkang, awkward male lead
Dr. Kkang, eccentric male lead
Dr. Kkang, strong female lead
Dr. Kkang, nice male lead
Dr. Kkang, motherson relationship
Dr. Kkang, male chases female first
Dr. Kkang, gangster male lead
Dr. Kkang, introverted male lead
Dr. Kkang, smart female lead 
Dr. Park's Clinic,nurse supporting character
Dr. Park's Clinic, doctor supporting character
Dr. Park's Clinic, doctor male lead
Dr. Park's Clinic, married couple
Dr. Park's Clinic, web series
Dr. Park's Clinic, adapted from a webtoon 
Dr. Romantic,strong male lead
Dr. Romantic, smart male lead
Dr. Romantic, hardworking female lead
Dr. Romantic, hardworking male lead
Dr. Romantic, character development
Dr. Romantic, smart female lead
Dr. Romantic, bossemployee relationship
Dr. Romantic, slow burn romance
Dr. Romantic, trauma
Dr. Romantic, male chases female first 
Duel,amnesia
Duel, human experimentation
Duel, kidnapping
Duel, tragic past
Duel, fatherdaughter relationship
Duel, bromance
Duel, investigation
Duel, suspense
Duel, revenge
Duel, murder 
Dummy Mommy,
Eccentric! Chef Moon,amnesia
Eccentric! Chef Moon, cooking
Eccentric! Chef Moon, successful female lead
Eccentric! Chef Moon, eccentric female lead
Eccentric! Chef Moon, cohabitation
Eccentric! Chef Moon, healing
Eccentric! Chef Moon, village setting
Eccentric! Chef Moon, countryside setting
Eccentric! Chef Moon, fashion designer female lead
Eccentric! Chef Moon, restaurateur male lead 
"Eight Days, Assassination Attempts against King Jeongjo",historical fiction
"Eight Days, Assassination Attempts against King Jeongjo", miniseries
"Eight Days, Assassination Attempts against King Jeongjo", joseon dynasty
"Eight Days, Assassination Attempts against King Jeongjo", investigation 
Emergency Couple,blind date
Emergency Couple, dysfunctional family
Emergency Couple, bickering couple
Emergency Couple, second chance
Emergency Couple, marriage
Emergency Couple, lovehate relationship
Emergency Couple, exspouse relationship
Emergency Couple, doctor female lead
Emergency Couple, doctor male lead
Emergency Couple, resident doctor 
Emperor of the Sea,swordfight
Emperor of the Sea, silla dynasty
Emperor of the Sea, historical fiction
Emperor of the Sea, strong female lead
Emperor of the Sea, melodrama 
Empire of Gold,workplace politics
Empire of Gold, greed
Empire of Gold, power struggle
Empire of Gold, ambition
Empire of Gold, revenge
Empire of Gold, murder 
Empress Ki,smart female lead
Empress Ki, strong female lead
Empress Ki, power struggle
Empress Ki, possessive male lead
Empress Ki, love triangle
Empress Ki, yuan dynasty
Empress Ki, revenge
Empress Ki, crossdressing
Empress Ki, goryeo dynasty
Empress Ki, female lead action scenes 
Empress Myeongseong,
Enchanting Neighbor,soap opera
Enchanting Neighbor, married couple
Enchanting Neighbor, infidelity
Enchanting Neighbor, revenge 
Encounter,older womanyounger man
Encounter, bossemployee relationship
Encounter, nice male lead
Encounter, selfish mother
Encounter, filmed abroad
Encounter, conglomerate
Encounter, disapproving parent
Encounter, steamy kiss
Encounter, calm male lead
Encounter, male chases female first 
Endless Love,childhood friends relationship
Endless Love, death of a mother
Endless Love, brothers relationship
Endless Love, soap opera
Endless Love, death
Endless Love, murder
Endless Love, love triangle
Endless Love, friendship 
Summer Scent,heart transplant
Summer Scent, accident
Summer Scent, summer
Summer Scent, florist
Summer Scent, love square
Summer Scent, second chance
Summer Scent, love triangle 
Enemies from the Past,hardworking female lead
Enemies from the Past, soap opera
Enemies from the Past, fatherdaughter relationship 
Entertainer,entertainment industry
Entertainer, band
Entertainer, unrequited love
Entertainer, bromance
Entertainer, idol supporting character
Entertainer, idol male lead
Entertainer, talent manager male lead
Entertainer, age gap drama life
Entertainer, age gap real life
Entertainer, older manyounger woman 
Entourage,nonmdl remake
Entourage, entertainment industry
Entourage, preproduced
Entourage, friendship 
Erexion,
Eve,scheme
Eve, rich female lead
Eve, orphan male lead
Eve, death
Eve, strong female lead
Eve, revenge
Eve, twin flames
Eve, politician male lead
Eve, company president ceo male lead
Eve, married life 
Evergreen,love triangle
Evergreen, first love
Evergreen, cupid
Evergreen, magical power
Evergreen, hardworking female lead
Evergreen, successful male lead
Evergreen, grandpagrandson relationship
Evergreen, clumsy female lead
Evergreen, death of a parent
Evergreen, dorky male lead 
Everybody Say Kimchi,hardworking female lead
Everybody Say Kimchi, infidelity
Everybody Say Kimchi, divorce
Everybody Say Kimchi, birth secret
Everybody Say Kimchi, evil stepmother 
Exo Next Door,bromance
Exo Next Door, web series
Exo Next Door, neighbors relationship
Exo Next Door, idol male lead
Exo Next Door, short length series
Exo Next Door, first love
Exo Next Door, love triangle
Exo Next Door, friendship 
Extracurricular,prostitution
Extracurricular, illegal business
Extracurricular, student
Extracurricular, high school
Extracurricular, greed
Extracurricular, sex trafficking
Extracurricular, smart male lead
Extracurricular, rich female lead
Extracurricular, violence
Extracurricular, strong female lead 
Extraordinary Attorney Woo,autistic female lead
Extraordinary Attorney Woo, autism
Extraordinary Attorney Woo, attorney female lead
Extraordinary Attorney Woo, smart female lead
Extraordinary Attorney Woo, law firm
Extraordinary Attorney Woo, nice male lead
Extraordinary Attorney Woo, fatherdaughter relationship
Extraordinary Attorney Woo, courtroom setting
Extraordinary Attorney Woo, lawyer male lead
Extraordinary Attorney Woo, single motherfather supporting character 
Extraordinary You,sassy female lead
Extraordinary You, nice male lead
Extraordinary You, adapted from a webtoon
Extraordinary You, high school
Extraordinary You, illness
Extraordinary You, height difference
Extraordinary You, love triangle
Extraordinary You, character development
Extraordinary You, strong female lead
Extraordinary You, amnesia 
Ex-Girlfriends' Club,second chance
Ex-Girlfriends' Club, love triangle
Ex-Girlfriends' Club, hardworking female lead
Ex-Girlfriends' Club, writer male lead
Ex-Girlfriends' Club, childish male lead
Ex-Girlfriends' Club, misunderstanding
Ex-Girlfriends' Club, harem 
Eyes of Dawn,comfort women
Eyes of Dawn, sexual abuse
Eyes of Dawn, japanese colonial rule
Eyes of Dawn, historical fiction
Eyes of Dawn, secondary couple
Eyes of Dawn, soldier
Eyes of Dawn, forbidden love
Eyes of Dawn, torture
Eyes of Dawn, spy
Eyes of Dawn, preproduced 
Faith,time travel
Faith, goryeo dynasty
Faith, power struggle
Faith, older womanyounger man
Faith, skilled killer
Faith, strong male lead
Faith, elemental power
Faith, swordfight
Faith, swordsman
Faith, fate 
Falling for Challenge,school club
Falling for Challenge, miniseries
Falling for Challenge, web series
Falling for Challenge, costume
Falling for Challenge, shy male lead
Falling for Challenge, grandpagranddaughter relationship
Falling for Challenge, nice female lead
Falling for Challenge, love at first sight
Falling for Challenge, weak male lead
Falling for Challenge, student 
Familiar Wife,time travel
Familiar Wife, marriage
Familiar Wife, second chance romance
Familiar Wife, failing marriage
Familiar Wife, office worker
Familiar Wife, motherdaughter relationship
Familiar Wife, divorce
Familiar Wife, brothersister relationship
Familiar Wife, female chases male first
Familiar Wife, first love 
Family,multiple couples
Family, airhead female lead
Family, smart female lead
Family, motherdaughter relationship
Family, male chases female first
Family, tomboy
Family, strong female lead
Family, neighbors relationship
Family, sisters relationship
Family, brothersister relationship 
Family Secret,missing child
Family Secret, rich female lead
Family Secret, soap opera 
Family's Honor,rich family
Family's Honor, trauma
Family's Honor, multiple couples
Family's Honor, older manyounger woman
Family's Honor, divorce
Family's Honor, cold manwarm woman
Family's Honor, widow female lead
Family's Honor, widower male lead
Family's Honor, hardship
Family's Honor, age gap drama life 
Fantastic,famous leadcommon lead
Fantastic, terminal illness
Fantastic, bromance
Fantastic, cheerful male lead
Fantastic, second chance romance
Fantastic, older womanyounger man
Fantastic, strong female lead
Fantastic, multiple couples
Fantastic, character development
Fantastic, love triangle 
Fashion 70s,smart female lead
Fashion 70s, eccentric female lead
Fashion 70s, female rivalry
Fashion 70s, strong female lead
Fashion 70s, family secret
Fashion 70s, war 
Fashion King,filmed abroad
Fashion King, love triangle
Fashion King, fashion designer
Fashion King, antihero
Fashion King, fashion industry 
Fatal Promise,strong female lead
Fatal Promise, revenge
Fatal Promise, nice male lead
Fatal Promise, conglomerate
Fatal Promise, death of a mother
Fatal Promise, doctor female lead
Fatal Promise, death of a father
Fatal Promise, cardiothoracic surgeon
Fatal Promise, promise
Fatal Promise, supportive parent 
Fates & Furies,revenge
Fates & Furies, conspiracy
Fates & Furies, lying
Fates & Furies, sismance
Fates & Furies, rich manpoor woman
Fates & Furies, vengeful female lead
Fates & Furies, business partners
Fates & Furies, shoesmaker
Fates & Furies, flashback to past
Fates & Furies, bankruptcy 
"Father, I'll Take Care of You",brothersister relationship
"Father, I'll Take Care of You", workplace romance
"Father, I'll Take Care of You", revenge
"Father, I'll Take Care of You", lost child
"Father, I'll Take Care of You", nice male lead 
Father's House,miniseries
Father's House, fatherson relationship 
Feast of the Gods,food 
Feel Good to Die,time loop
Feel Good to Die, sassy female lead
Feel Good to Die, adapted from a webtoon
Feel Good to Die, bossemployee relationship
Feel Good to Die, strong female lead
Feel Good to Die, satire
Feel Good to Die, male chases female first
Feel Good to Die, smart female lead
Feel Good to Die, office worker
Feel Good to Die, life lesson 
Fight for My Way,friends to lovers
Fight for My Way, strong male lead
Fight for My Way, strong female lead
Fight for My Way, badass male lead
Fight for My Way, character development
Fight for My Way, secondary couple
Fight for My Way, exgirlfriend comes back
Fight for My Way, poor male lead
Fight for My Way, first love
Fight for My Way, hardworking male lead 
Find Me in Your Memory,hyperthymesia
Find Me in Your Memory, female chases male first
Find Me in Your Memory, nice female lead
Find Me in Your Memory, healing
Find Me in Your Memory, smart male lead
Find Me in Your Memory, trauma
Find Me in Your Memory, positive female lead
Find Me in Your Memory, nice male lead
Find Me in Your Memory, ptsd
Find Me in Your Memory, entertainment industry 
Fireworks,unhealthy mains relationship
Fireworks, possessive male lead
Fireworks, married couple
Fireworks, onenight stand
Fireworks, multiple couples
Fireworks, marriage 
First Love,
First Love Again,gay romance
First Love Again, lgbtq
First Love Again, reincarnated lovers
First Love Again, miniseries
First Love Again, reincarnation
First Love Again, flashback to past
First Love Again, first love
First Love Again, bisexual male lead
First Love Again, gay male lead
First Love Again, web series 
First Wives' Club,hospital director supporting character
First Wives' Club, soap opera 
Five Enough,motherhood
Five Enough, strong female lead
Five Enough, multiple couples
Five Enough, nice male lead
Five Enough, best friends relationship
Five Enough, exspouse relationship
Five Enough, death of a mother
Five Enough, halfbrothers relationship
Five Enough, halfsisters relationship
Five Enough, stepsisters relationship 
Five Fingers,evil brother
Five Fingers, rich family
Five Fingers, evil stepmother
Five Fingers, revenge
Five Fingers, soap opera
Five Fingers, pianist male lead
Five Fingers, dark fiction
Five Fingers, motherson relationship 
Flower Band,bromance
Flower Band, band
Flower Band, muse
Flower Band, neighbors relationship
Flower Band, musician male lead
Flower Band, chasing a dream
Flower Band, hardworking male lead
Flower Band, school
Flower Band, friendship 
Flower Crew: Joseon Marriage Agency,joseon dynasty
Flower Crew: Joseon Marriage Agency, love triangle
Flower Crew: Joseon Marriage Agency, orphan female lead
Flower Crew: Joseon Marriage Agency, strong female lead
Flower Crew: Joseon Marriage Agency, tragic past
Flower Crew: Joseon Marriage Agency, multiple mains
Flower Crew: Joseon Marriage Agency, hottempered female lead
Flower Crew: Joseon Marriage Agency, cheerful female lead
Flower Crew: Joseon Marriage Agency, flashback to past
Flower Crew: Joseon Marriage Agency, tough female lead 
Flower Grandpa Investigation Unit,cold male lead
Flower Grandpa Investigation Unit, teamwork
Flower Grandpa Investigation Unit, smart male lead
Flower Grandpa Investigation Unit, love triangle
Flower Grandpa Investigation Unit, investigation
Flower Grandpa Investigation Unit, detective 
Flower of Evil,deception
Flower of Evil, family secret
Flower of Evil, mystery
Flower of Evil, suspense
Flower of Evil, smart female lead
Flower of Evil, hidden personality
Flower of Evil, antisocial personality disorder
Flower of Evil, investigation
Flower of Evil, murder
Flower of Evil, hidden identity 
Flower of Queen,
Flower of Revenge,death of a mother
Flower of Revenge, death of a father
Flower of Revenge, soap opera
Flower of Revenge, poor female lead
Flower of Revenge, miscarriage
Flower of Revenge, death
Flower of Revenge, rape
Flower of Revenge, revenge
Flower of Revenge, murder
Flower of Revenge, pregnancy 
Flowers of the Prison,strong female lead
Flowers of the Prison, birth secret
Flowers of the Prison, joseon dynasty
Flowers of the Prison, historical fiction
Flowers of the Prison, slight romance
Flowers of the Prison, smart female lead
Flowers of the Prison, older manyounger woman
Flowers of the Prison, comedy 
Fly High Butterfly,hair salon owner
Fly High Butterfly, hair designer
Fly High Butterfly, hair salon
Fly High Butterfly, enthusiastic male lead
Fly High Butterfly, customer
Fly High Butterfly, internship
Fly High Butterfly, hardworking female lead 
Forecasting Love and Weather,weather forecaster
Forecasting Love and Weather, older womanyounger man
Forecasting Love and Weather, bossemployee relationship
Forecasting Love and Weather, secret relationship
Forecasting Love and Weather, smart male lead
Forecasting Love and Weather, teamwork
Forecasting Love and Weather, reporter female lead
Forecasting Love and Weather, office worker
Forecasting Love and Weather, motherdaughter relationship
Forecasting Love and Weather, cold female lead 
Forest,amnesia
Forest, rich male lead
Forest, tragic past
Forest, trauma
Forest, cohabitation
Forest, steamy kiss
Forest, childhood trauma
Forest, dissociative amnesia
Forest, strong male lead
Forest, lovehate relationship 
Forever Young,
Foundation of the Kingdom,historical fiction
Foundation of the Kingdom, goryeo dynasty
Foundation of the Kingdom, joseon dynasty 
Four Sisters,second chance romance
Four Sisters, multiple couples 
"Freedom Fighter, Lee Hoe-young",historical fiction
"Freedom Fighter, Lee Hoe-young", showa era
"Freedom Fighter, Lee Hoe-young", miniseries
"Freedom Fighter, Lee Hoe-young", japanese colonial rule 
Freeze,
"From Now On, Showtime!",supernatural
"From Now On, Showtime!", ghost
"From Now On, Showtime!", magician male lead
"From Now On, Showtime!", police officer female lead
"From Now On, Showtime!", ghostseeing male lead
"From Now On, Showtime!", slow burn romance
"From Now On, Showtime!", secret
"From Now On, Showtime!", special power
"From Now On, Showtime!", investigation
"From Now On, Showtime!", ghost supporting character 
Full House Take 2,cohabitation
Full House Take 2, preproduced
